ID,Friends
280,0
281,0
282,0
283,1
284,1
285,1
286,1
287,0
288,1
289,0
290,1
291,0
292,1
293,1
294,1
295,0
296,1
297,1
298,1
299,1
300,0
301,1
302,1
303,1
304,1
305,1
306,0
307,1
308,0
309,0
310,1
311,1
312,1
313,1
314,0
315,1
316,0
317,1
318,0
319,0
320,1
321,1
322,0
323,1
324,0
325,1
326,0
327,0
328,1
329,0
330,1
331,0
332,1
333,0
334,0
335,0
336,1
337,0
338,1
339,1
340,1
341,1
342,1
343,1
344,1
345,1
346,1
347,0
348,1
349,0
350,0
351,0
352,1
353,0
354,0
355,0
356,0
357,1
358,0
359,0
360,1
361,1
362,1
363,1
364,0
365,1
366,1
367,1
368,0
369,1
370,0
371,0
372,1
373,0
374,1
375,1
376,1
377,0
378,1
379,0
380,1
381,0
382,0
383,0
384,1
385,0
386,0
387,0
388,0
389,0
390,1
391,1
392,0
393,1
394,1
395,0
396,1
397,1
398,1
399,1
400,1
401,1
402,1
403,0
404,0
405,0
406,0
407,1
408,1
409,0
410,1
411,1
412,0
413,1
414,1
415,0
416,0
417,0
418,1
419,0
420,1
421,1
422,1
423,0
424,1
425,1
426,0
427,1
428,1
429,0
430,1
431,1
432,0
433,0
434,0
435,1
436,0
437,0
438,1
439,0
440,0
441,1
442,0
443,0
444,0
445,0
446,1
447,0
448,1
449,0
450,1
451,0
452,0
453,1
454,1
455,1
456,0
457,1
458,1
459,1
460,1
461,0
462,1
463,1
464,1
465,1
466,1
467,1
468,0
469,1
470,1
471,1
472,1
473,1
474,1
475,0
476,0
477,0
478,1
479,0
480,1
481,1
482,1
483,1
484,1
485,1
486,1
487,1
488,1
489,1
490,1
491,0
492,0
493,1
494,1
495,1
496,0
497,0
498,1
499,1
500,1
501,1
502,0
503,1
504,0
505,1
506,1
507,1
508,0
509,0
510,1
511,0
512,0
513,1
514,1
515,0
516,0
517,1
518,1
519,0
520,0
521,1
522,1
523,0
524,0
525,0
526,0
527,1
528,0
529,0
530,0
531,0
532,0
533,1
534,1
535,1
536,1
537,0
538,0
539,0
540,1
541,0
542,0
543,1
544,0
545,1
546,0
547,1
548,0
549,0
550,1
551,0
552,0
553,0
554,1
555,0
556,1
557,0
558,1
559,1
560,1
561,0
562,1
563,0
564,1
565,0
566,1
567,1
568,1
569,1
570,1
571,1
572,0
573,0
574,1
575,0
576,0
577,1
578,0
579,1
580,0
581,0
582,0
583,0
584,0
585,1
586,0
587,0
588,1
589,1
590,1
591,0
592,0
593,1
594,0
595,0
596,1
597,1
598,0
599,1
600,0
601,1
602,1
603,0
604,0
605,0
606,1
607,1
608,0
609,1
610,1
611,0
612,1
613,1
614,1
615,1
616,0
617,1
618,0
619,1
620,1
621,1
622,1
623,0
624,0
625,1
626,1
627,0
628,1
629,0
630,0
631,1
632,0
633,0
634,1
635,1
636,0
637,1
638,0
639,1
640,0
641,1
642,1
643,1
644,1
645,1
646,1
647,0
648,0
649,0
650,0
651,1
652,0
653,1
654,1
655,0
656,0
657,1
658,1
659,0
660,0
661,1
662,0
663,1
664,0
665,1
666,1
667,1
668,1
669,1
670,0
671,1
672,0
673,0
674,1
675,0
676,0
677,0
678,0
679,0
680,0
681,0
682,0
683,0
684,0
685,1
686,1
687,1
688,1
689,1
690,1
691,0
692,1
693,1
694,1
695,0
696,1
697,0
698,0
699,1
700,1
701,0
702,1
703,0
704,0
705,0
706,1
707,0
708,1
709,1
710,0
711,1
712,0
713,0
714,1
715,1
716,0
717,0
718,1
719,0
720,0
721,0
722,1
723,0
724,0
725,0
726,0
727,1
728,1
729,0
730,1
731,0
732,0
733,1
734,1
735,1
736,1
737,0
738,1
739,0
740,0
741,0
742,0
743,1
744,0
745,1
746,1
747,1
748,1
749,0
750,0
751,0
752,0
753,0
754,0
755,0
756,1
757,0
758,1
759,0
760,1
761,0
762,0
763,0
764,0
765,0
766,1
767,0
768,1
769,1
770,1
771,0
772,1
773,1
774,1
775,0
776,0
777,0
778,0
779,1
780,0
781,1
782,0
783,1
784,1
785,1
786,0
787,0
788,0
789,0
790,1
791,0
792,1
793,1
794,1
795,1
796,0
797,1
798,1
799,1
800,1
801,1
802,0
803,0
804,1
805,1
806,1
807,1
808,1
809,0
810,1
811,1
812,1
813,0
814,1
815,1
816,0
817,1
818,0
819,1
820,1
821,1
822,0
823,1
824,0
825,1
826,0
827,0
828,1
829,1
830,1
831,0
832,1
833,0
834,0
835,1
836,1
837,0
838,0
839,0
840,0
841,0
842,0
843,0
844,0
845,1
846,0
847,0
848,1
849,0
850,0
851,0
852,0
853,0
854,0
855,0
856,0
857,1
858,1
859,1
860,0
861,0
862,0
863,0
864,1
865,1
866,0
867,1
868,0
869,1
870,1
871,1
872,1
873,1
874,1
875,0
876,1
877,1
878,0
879,0
880,0
881,0
882,1
883,0
884,1
885,1
886,1
887,0
888,1
889,0
890,1
891,1
892,0
893,1
894,0
895,1
896,1
897,0
898,0
899,1
900,1
901,0
902,1
903,1
904,1
905,1
906,0
907,0
908,1
909,1
910,0
911,1
912,0
913,1
914,1
915,0
916,1
917,1
918,0
919,0
920,1
921,0
922,0
923,1
924,1
925,0
926,0
927,0
928,1
929,1
930,0
931,0
932,0
933,1
934,0
935,1
936,0
937,0
938,1
939,1
940,1
941,0
942,1
943,0
944,0
945,1
946,1
947,1
948,0
949,1
950,1
951,1
952,1
953,0
954,0
955,0
956,0
957,0
958,1
959,1
960,1
961,0
962,0
963,0
964,0
965,0
966,1
967,1
968,1
969,1
970,1
971,0
972,1
973,1
974,1
975,1
976,0
977,1
978,1
979,1
980,0
981,1
982,1
983,1
984,0
985,1
986,1
987,1
988,0
989,0
990,1
991,0
992,0
993,0
994,0
995,0
996,0
997,0
998,1
999,1
1000,0
1001,0
1002,0
1003,1
1004,1
1005,1
1006,1
1007,1
1008,0
1009,0
1010,1
1011,0
1012,1
1013,1
1014,1
1015,0
1016,0
1017,0
1018,0
1019,1
1020,0
1021,1
1022,0
1023,1
1024,0
1025,1
1026,1
1027,0
1028,0
1029,1
1030,1
1031,1
1032,0
1033,0
1034,0
1035,1
1036,0
1037,1
1038,0
1039,0
1040,1
1041,1
1042,0
1043,0
1044,0
1045,1
1046,0
1047,0
1048,0
1049,0
1050,1
1051,1
1052,0
1053,1
1054,1
1055,0
1056,1
1057,0
1058,1
1059,0
1060,0
1061,1
1062,0
1063,1
1064,1
1065,1
1066,1
1067,0
1068,0
1069,0
1070,0
1071,0
1072,0
1073,0
1074,1
1075,0
1076,0
1077,0
1078,0
1079,0
1080,1
1081,1
1082,1
1083,0
1084,1
1085,0
1086,1
1087,1
1088,0
1089,1
1090,1
1091,1
1092,0
1093,0
1094,1
1095,1
1096,0
1097,0
1098,1
1099,1
1100,1
1101,0
1102,0
1103,1
1104,1
1105,0
1106,1
1107,0
1108,1
1109,0
1110,1
1111,1
1112,1
1113,0
1114,0
1115,0
1116,1
1117,1
1118,1
1119,0
1120,0
1121,0
1122,1
1123,1
1124,1
1125,1
1126,1
1127,1
1128,1
1129,0
1130,1
1131,0
1132,0
1133,0
1134,0
1135,0
1136,1
1137,1
1138,1
1139,0
1140,0
1141,0
1142,1
1143,0
1144,1
1145,0
1146,0
1147,1
1148,1
1149,0
1150,0
1151,1
1152,0
1153,0
1154,0
1155,1
1156,1
1157,0
1158,1
1159,0
1160,0
1161,0
1162,0
1163,0
1164,0
1165,0
1166,1
1167,0
1168,1
1169,0
1170,0
1171,0
1172,1
1173,0
1174,1
1175,0
1176,1
1177,1
1178,1
1179,1
1180,1
1181,1
1182,0
1183,0
1184,0
1185,0
1186,1
1187,0
1188,0
1189,1
1190,1
1191,1
1192,1
1193,0
1194,0
1195,0
1196,1
1197,1
1198,1
1199,0
1200,0
1201,0
1202,1
1203,1
1204,1
1205,0
1206,1
1207,0
1208,0
1209,1
1210,1
1211,0
1212,1
1213,0
1214,0
1215,0
1216,1
1217,0
1218,1
1219,0
1220,1
1221,1
1222,1
1223,0
1224,0
1225,1
1226,0
1227,1
1228,1
1229,0
1230,0
1231,1
1232,0
1233,1
1234,0
1235,1
1236,1
1237,0
1238,0
1239,0
1240,1
1241,0
1242,1
1243,0
1244,1
1245,0
1246,0
1247,0
1248,0
1249,1
1250,0
1251,1
1252,0
1253,0
1254,0
1255,0
1256,1
1257,0
1258,0
1259,0
1260,0
1261,1
1262,1
1263,0
1264,1
1265,0
1266,1
1267,0
1268,0
1269,0
1270,0
1271,0
1272,1
1273,0
1274,1
1275,0
1276,0
1277,1
1278,0
1279,0
1280,1
1281,1
1282,0
1283,1
1284,0
1285,0
1286,0
1287,0
1288,0
1289,0
1290,0
1291,0
1292,1
1293,1
1294,0
1295,0
1296,0
1297,0
1298,1
1299,1
1300,1
1301,0
1302,1
1303,0
1304,0
1305,1
1306,1
1307,1
1308,0
1309,0
1310,0
1311,1
1312,1
1313,1
1314,1
1315,0
1316,0
1317,1
1318,1
1319,0
1320,0
1321,0
1322,0
1323,0
1324,0
1325,1
1326,1
1327,0
1328,0
1329,0
1330,1
1331,1
1332,0
1333,1
1334,1
1335,0
1336,0
1337,0
1338,1
1339,0
1340,0
1341,1
1342,0
1343,1
1344,0
1345,1
1346,1
1347,1
1348,1
1349,0
1350,1
1351,1
1352,0
1353,0
1354,0
1355,0
1356,0
1357,1
1358,0
1359,0
1360,1
1361,1
1362,1
1363,0
1364,0
1365,0
1366,0
1367,1
1368,0
1369,0
1370,0
1371,0
1372,0
1373,1
1374,0
1375,1
1376,1
1377,1
1378,1
1379,0
1380,0
1381,0
1382,0
1383,1
1384,0
1385,1
1386,1
1387,0
1388,1
1389,1
1390,0
1391,1
1392,1
1393,1
1394,0
1395,0
1396,0
1397,0
1398,1
1399,1
1400,0
1401,1
1402,0
1403,0
1404,1
1405,1
1406,1
1407,1
1408,0
1409,1
1410,0
1411,1
1412,0
1413,0
1414,0
1415,0
1416,1
1417,0
1418,1
1419,0
1420,0
1421,1
1422,0
1423,0
1424,1
1425,1
1426,0
1427,0
1428,1
1429,1
1430,0
1431,1
1432,0
1433,0
1434,1
1435,1
1436,0
1437,1
1438,1
1439,1
1440,0
1441,1
1442,0
1443,0
1444,1
1445,1
1446,0
1447,0
1448,1
1449,0
1450,1
1451,1
1452,1
1453,0
1454,0
1455,1
1456,1
1457,1
1458,0
1459,0
1460,1
1461,1
1462,1
1463,0
1464,1
1465,1
1466,0
1467,1
1468,0
1469,1
1470,0
1471,1
1472,0
1473,1
1474,1
1475,1
1476,0
1477,1
1478,0
1479,0
1480,1
1481,1
1482,1
1483,0
1484,0
1485,1
1486,0
1487,0
1488,0
1489,0
1490,0
1491,0
1492,1
1493,1
1494,1
1495,1
1496,1
1497,0
1498,0
1499,0
1500,1
1501,1
1502,0
1503,0
1504,0
1505,0
1506,0
1507,0
1508,0
1509,0
1510,0
1511,0
1512,0
1513,0
1514,1
1515,0
1516,1
1517,0
1518,1
1519,0
1520,1
1521,0
1522,1
1523,1
1524,1
1525,0
1526,1
1527,1
1528,0
1529,1
1530,1
1531,0
1532,1
1533,1
1534,0
1535,0
1536,1
1537,0
1538,1
1539,1
1540,0
1541,1
1542,0
1543,1
1544,1
1545,0
1546,0
1547,1
1548,1
1549,1
1550,0
1551,1
1552,0
1553,0
1554,1
1555,1
1556,0
1557,1
1558,0
1559,0
1560,1
1561,1
1562,1
1563,0
1564,1
1565,0
1566,0
1567,0
1568,0
1569,1
1570,0
1571,1
1572,0
1573,0
1574,0
1575,1
1576,0
1577,1
1578,1
1579,1
1580,1
1581,1
1582,1
1583,1
1584,0
1585,0
1586,0
1587,0
1588,1
1589,0
1590,0
1591,0
1592,0
1593,0
1594,1
1595,1
1596,1
1597,1
1598,1
1599,1
1600,0
1601,0
1602,1
1603,0
1604,1
1605,1
1606,0
1607,0
1608,1
1609,1
1610,1
1611,1
1612,0
1613,0
1614,1
1615,0
1616,0
1617,1
1618,0
1619,0
1620,1
1621,1
1622,1
1623,1
1624,0
1625,0
1626,1
1627,1
1628,0
1629,1
1630,0
1631,1
1632,0
1633,1
1634,1
1635,1
1636,1
1637,0
1638,0
1639,0
1640,1
1641,0
1642,0
1643,0
1644,1
1645,1
1646,0
1647,0
1648,0
1649,0
1650,1
1651,0
1652,1
1653,0
1654,1
1655,1
1656,1
1657,0
1658,0
1659,1
1660,0
1661,1
1662,0
1663,0
1664,0
1665,1
1666,0
1667,1
1668,0
1669,0
1670,0
1671,0
1672,0
1673,1
1674,0
1675,1
1676,0
1677,0
1678,1
1679,0
1680,1
1681,1
1682,1
1683,1
1684,0
1685,0
1686,0
1687,1
1688,0
1689,1
1690,0
1691,0
1692,1
1693,1
1694,0
1695,1
1696,1
1697,0
1698,0
1699,0
1700,0
1701,1
1702,0
1703,1
1704,0
1705,0
1706,1
1707,1
1708,0
1709,1
1710,0
1711,0
1712,0
1713,0
1714,1
1715,0
1716,1
1717,1
1718,1
1719,1
1720,1
1721,1
1722,1
1723,1
1724,1
1725,1
1726,1
1727,1
1728,1
1729,1
1730,1
1731,0
1732,1
1733,0
1734,0
1735,1
1736,1
1737,1
1738,1
1739,0
1740,1
1741,0
1742,1
1743,1
1744,0
1745,1
1746,1
1747,0
1748,0
1749,1
1750,0
1751,1
1752,1
1753,1
1754,0
1755,1
1756,0
1757,1
1758,0
1759,0
1760,1
1761,1
1762,1
1763,0
1764,1
1765,0
1766,0
1767,1
1768,0
1769,0
1770,0
1771,0
1772,1
1773,1
1774,0
1775,0
1776,1
1777,0
1778,1
1779,1
1780,1
1781,0
1782,0
1783,1
1784,0
1785,1
1786,0
1787,1
1788,0
1789,0
1790,1
1791,1
1792,0
1793,1
1794,1
1795,1
1796,1
1797,1
1798,1
1799,0
1800,0
1801,1
1802,0
1803,0
1804,1
1805,0
1806,1
1807,1
1808,1
1809,0
1810,1
1811,0
1812,1
1813,0
1814,1
1815,0
1816,1
1817,1
1818,0
1819,1
1820,0
1821,0
1822,1
1823,1
1824,1
1825,0
1826,0
1827,0
1828,1
1829,1
1830,0
1831,1
1832,1
1833,1
1834,1
1835,0
1836,0
1837,1
1838,0
1839,1
1840,1
1841,1
1842,0
1843,1
1844,1
1845,1
1846,0
1847,0
1848,0
1849,0
1850,0
1851,1
1852,0
1853,1
1854,1
1855,0
1856,1
1857,1
1858,0
1859,1
1860,0
1861,0
1862,0
1863,0
1864,1
1865,1
1866,1
1867,0
1868,1
1869,0
1870,1
1871,1
1872,0
1873,0
1874,1
1875,0
1876,1
1877,1
1878,0
1879,0
1880,1
1881,1
1882,1
1883,1
1884,0
1885,1
1886,1
1887,1
1888,0
1889,0
1890,0
1891,0
1892,1
1893,0
1894,0
1895,1
1896,0
1897,0
1898,1
1899,0
1900,1
1901,1
1902,0
1903,1
1904,0
1905,1
1906,0
1907,0
1908,1
1909,1
1910,1
1911,1
1912,0
1913,0
1914,1
1915,0
1916,1
1917,1
1918,1
1919,0
1920,1
1921,0
1922,1
1923,1
1924,0
1925,0
1926,1
1927,1
1928,0
1929,0
1930,0
1931,0
1932,0
1933,1
1934,1
1935,0
1936,0
1937,0
1938,0
1939,0
1940,0
1941,1
1942,1
1943,1
1944,0
1945,1
1946,1
1947,1
1948,0
1949,1
1950,0
1951,1
1952,0
1953,0
1954,1
1955,1
1956,0
1957,0
1958,0
1959,1
1960,0
1961,1
1962,0
1963,0
1964,0
1965,0
1966,1
1967,1
1968,1
1969,0
1970,0
1971,0
1972,0
1973,1
1974,1
1975,0
1976,0
1977,0
1978,0
1979,1
1980,1
1981,1
1982,0
1983,1
1984,0
1985,0
1986,1
1987,0
1988,1
1989,1
1990,1
1991,0
1992,0
1993,1
1994,1
1995,0
1996,0
1997,1
1998,0
1999,1
2000,0
2001,1
2002,1
2003,0
2004,0
2005,1
2006,0
2007,0
2008,1
2009,0
2010,1
2011,1
2012,0
2013,1
2014,1
2015,0
2016,1
2017,0
2018,0
2019,0
2020,0
2021,1
2022,0
2023,0
2024,1
2025,0
2026,0
2027,0
2028,1
2029,1
2030,1
2031,1
2032,1
2033,0
2034,0
2035,0
2036,1
2037,1
2038,0
2039,0
2040,0
2041,0
2042,1
2043,0
2044,1
2045,1
2046,0
2047,1
2048,0
2049,1
2050,0
2051,0
2052,1
2053,1
2054,1
2055,0
2056,1
2057,0
2058,0
2059,0
2060,0
2061,0
2062,1
2063,1
2064,1
2065,0
2066,0
2067,1
2068,0
2069,1
2070,1
2071,1
2072,1
2073,1
2074,1
2075,1
2076,1
2077,1
2078,0
2079,1
2080,1
2081,0
2082,0
2083,1
2084,1
2085,0
2086,0
2087,1
2088,1
2089,1
2090,1
2091,1
2092,1
2093,1
2094,1
2095,1
2096,1
2097,0
2098,0
2099,1
2100,1
2101,0
2102,1
2103,0
2104,1
2105,0
2106,0
2107,1
2108,0
2109,0
2110,0
2111,1
2112,0
2113,1
2114,1
2115,0
2116,1
2117,0
2118,0
2119,0
2120,0
2121,1
2122,1
2123,0
2124,1
2125,1
2126,1
2127,0
2128,0
2129,1
2130,1
2131,1
2132,0
2133,1
2134,1
2135,1
2136,1
2137,1
2138,1
2139,1
2140,0
2141,0
2142,1
2143,0
2144,0
2145,1
2146,0
2147,0
2148,1
2149,0
2150,0
2151,1
2152,0
2153,1
2154,1
2155,0
2156,1
2157,0
2158,1
2159,1
2160,1
2161,1
2162,0
2163,1
2164,0
2165,0
2166,1
2167,0
2168,0
2169,0
2170,0
2171,1
2172,0
2173,0
2174,0
2175,1
2176,1
2177,0
2178,0
2179,0
2180,0
2181,0
2182,1
2183,0
2184,0
2185,0
2186,1
2187,0
2188,0
2189,0
2190,1
2191,1
2192,0
2193,0
2194,1
2195,1
2196,1
2197,0
2198,0
2199,1
2200,1
2201,0
2202,0
2203,0
2204,0
2205,0
2206,0
2207,0
2208,0
2209,0
2210,0
2211,1
2212,0
2213,0
2214,1
2215,0
2216,1
2217,1
2218,1
2219,0
2220,1
2221,0
2222,1
2223,1
2224,0
2225,1
2226,0
2227,1
2228,0
2229,0
2230,1
2231,1
2232,1
2233,0
2234,0
2235,1
2236,0
2237,0
2238,1
2239,0
2240,1
2241,1
2242,1
2243,1
2244,0
2245,1
2246,1
2247,0
2248,0
2249,0
2250,1
2251,0
2252,1
2253,0
2254,1
2255,0
2256,1
2257,1
2258,1
2259,1
2260,1
2261,1
2262,0
2263,1
2264,0
2265,0
2266,1
2267,1
2268,0
2269,0
2270,0
2271,1
2272,1
2273,0
2274,1
2275,1
2276,1
2277,1
2278,1
2279,1
2280,0
2281,1
2282,1
2283,0
2284,0
2285,1
2286,0
2287,0
2288,0
2289,0
2290,1
2291,1
2292,0
2293,0
2294,1
2295,0
2296,1
2297,1
2298,1
2299,0
2300,0
2301,0
2302,1
2303,1
2304,1
2305,0
2306,1
2307,1
2308,0
2309,1
2310,1
2311,1
2312,0
2313,1
2314,1
2315,1
2316,0
2317,0
2318,1
2319,1
2320,1
2321,0
2322,0
2323,1
2324,1
2325,0
2326,0
2327,0
2328,0
2329,1
2330,1
2331,1
2332,0
2333,0
2334,1
2335,1
2336,1
2337,1
2338,1
2339,1
2340,0
2341,0
2342,0
2343,1
2344,0
2345,1
2346,0
2347,1
2348,0
2349,0
2350,0
2351,1
2352,0
2353,1
2354,1
2355,0
2356,0
2357,1
2358,0
2359,0
2360,0
2361,0
2362,1
2363,1
2364,1
2365,0
2366,0
2367,0
2368,1
2369,0
2370,1
2371,0
2372,1
2373,1
2374,1
2375,1
2376,1
2377,1
2378,0
2379,0
2380,0
2381,0
2382,0
2383,1
2384,1
2385,1
2386,1
2387,0
2388,0
2389,1
2390,1
2391,0
2392,0
2393,1
2394,0
2395,0
2396,1
2397,0
2398,1
2399,1
2400,0
2401,0
2402,0
2403,1
2404,0
2405,1
2406,0
2407,1
2408,0
2409,1
2410,1
2411,1
2412,1
2413,0
2414,1
2415,1
2416,1
2417,0
2418,1
2419,0
2420,1
2421,1
2422,0
2423,1
2424,0
2425,1
2426,0
2427,1
2428,1
2429,1
2430,1
2431,0
2432,1
2433,1
2434,1
2435,1
2436,0
2437,0
2438,0
2439,1
2440,0
2441,0
2442,1
2443,1
2444,0
2445,1
2446,0
2447,1
2448,0
2449,0
2450,1
2451,0
2452,0
2453,0
2454,1
2455,1
2456,1
2457,1
2458,0
2459,1
2460,0
2461,0
2462,0
2463,0
2464,0
2465,0
2466,0
2467,1
2468,1
2469,0
2470,1
2471,0
2472,1
2473,0
2474,0
2475,1
2476,1
2477,0
2478,1
2479,1
2480,1
2481,1
2482,1
2483,1
2484,0
2485,0
2486,1
2487,0
2488,0
2489,0
2490,1
2491,0
2492,1
2493,1
2494,1
2495,0
2496,0
2497,1
2498,0
2499,0
2500,0
2501,1
2502,0
2503,0
2504,0
2505,0
2506,1
2507,0
2508,1
2509,1
2510,0
2511,0
2512,1
2513,0
2514,1
2515,0
2516,0
2517,0
2518,1
2519,1
2520,1
2521,0
2522,0
2523,1
2524,1
2525,1
2526,0
2527,1
2528,1
2529,0
2530,1
2531,0
2532,1
2533,0
2534,0
2535,0
2536,1
2537,0
2538,0
2539,1
2540,0
2541,1
2542,0
2543,1
2544,1
2545,1
2546,1
2547,1
2548,1
2549,1
2550,1
2551,0
2552,1
2553,1
2554,0
2555,0
2556,0
2557,1
2558,0
2559,1
2560,1
2561,1
2562,1
2563,1
2564,0
2565,1
2566,1
2567,1
2568,0
2569,1
2570,0
2571,1
2572,1
2573,0
2574,0
2575,0
2576,1
2577,0
2578,1
2579,1
2580,0
2581,0
2582,0
2583,1
2584,1
2585,0
2586,1
2587,0
2588,1
2589,1
2590,1
2591,0
2592,1
2593,0
2594,1
2595,1
2596,1
2597,0
2598,0
2599,1
2600,0
2601,1
2602,0
2603,0
2604,0
2605,0
2606,1
2607,1
2608,1
2609,0
2610,0
2611,1
2612,1
2613,1
2614,1
2615,0
2616,1
2617,1
2618,0
2619,0
2620,0
2621,0
2622,0
2623,1
2624,1
2625,0
2626,0
2627,0
2628,1
2629,1
2630,1
2631,0
2632,0
2633,0
2634,1
2635,1
2636,0
2637,0
2638,1
2639,1
2640,0
2641,0
2642,0
2643,1
2644,0
2645,1
2646,0
2647,0
2648,1
2649,1
2650,0
2651,1
2652,1
2653,1
2654,1
2655,1
2656,0
2657,1
2658,1
2659,0
2660,0
2661,1
2662,0
2663,0
2664,0
2665,0
2666,1
2667,0
2668,1
2669,0
2670,0
2671,1
2672,1
2673,1
2674,0
2675,0
2676,1
2677,0
2678,0
2679,0
2680,1
2681,1
2682,0
2683,1
2684,1
2685,1
2686,0
2687,1
2688,0
2689,1
2690,0
2691,1
2692,0
2693,1
2694,0
2695,0
2696,0
2697,1
2698,0
2699,0
2700,0
2701,0
2702,0
2703,1
2704,0
2705,0
2706,1
2707,1
2708,0
2709,0
2710,0
2711,0
2712,0
2713,1
2714,0
2715,0
2716,1
2717,1
2718,1
2719,0
2720,0
2721,1
2722,1
2723,0
2724,1
2725,1
2726,0
2727,0
2728,1
2729,1
2730,1
2731,1
2732,0
2733,0
2734,1
2735,1
2736,0
2737,0
2738,1
2739,0
2740,0
2741,0
2742,0
2743,1
2744,1
2745,1
2746,0
2747,0
2748,1
2749,0
2750,0
2751,1
2752,1
2753,0
2754,1
2755,1
2756,1
2757,0
2758,1
2759,0
2760,1
2761,1
2762,0
2763,0
2764,1
2765,0
2766,1
2767,0
2768,0
2769,0
2770,0
2771,0
2772,1
2773,0
2774,0
2775,1
2776,1
2777,0
2778,0
2779,0
2780,1
2781,0
2782,0
2783,1
2784,0
2785,0
2786,0
2787,1
2788,0
2789,0
2790,0
2791,1
2792,0
2793,0
2794,1
2795,1
2796,0
2797,0
2798,1
2799,1
2800,1
2801,0
2802,1
2803,0
2804,1
2805,0
2806,0
2807,1
2808,1
2809,1
2810,0
2811,1
2812,1
2813,1
2814,1
2815,0
2816,0
2817,0
2818,0
2819,0
2820,0
2821,0
2822,0
2823,1
2824,0
2825,1
2826,0
2827,0
2828,0
2829,1
2830,1
2831,1
2832,0
2833,1
2834,0
2835,1
2836,1
2837,1
2838,1
2839,1
2840,1
2841,0
2842,0
2843,0
2844,1
2845,1
2846,0
2847,1
2848,1
2849,0
2850,0
2851,1
2852,0
2853,1
2854,0
2855,1
2856,0
2857,1
2858,1
2859,1
2860,0
2861,1
2862,0
2863,0
2864,0
2865,0
2866,1
2867,1
2868,1
2869,1
2870,0
2871,1
2872,1
2873,1
2874,0
2875,0
2876,1
2877,0
2878,1
2879,0
2880,0
2881,1
2882,0
2883,0
2884,1
2885,1
2886,0
2887,1
2888,1
2889,0
2890,0
2891,0
2892,1
2893,0
2894,1
2895,1
2896,0
2897,1
2898,1
2899,0
2900,1
2901,1
2902,1
2903,1
2904,0
2905,1
2906,1
2907,0
2908,0
2909,1
2910,1
2911,0
2912,0
2913,0
2914,1
2915,1
2916,1
2917,1
2918,0
2919,0
2920,1
2921,0
2922,1
2923,0
2924,0
2925,1
2926,0
2927,0
2928,0
2929,0
2930,0
2931,1
2932,0
2933,0
2934,0
2935,0
2936,0
2937,0
2938,1
2939,1
2940,0
2941,1
2942,1
2943,1
2944,0
2945,0
2946,0
2947,0
2948,1
2949,0
2950,1
2951,1
2952,0
2953,1
2954,0
2955,1
2956,1
2957,0
2958,0
2959,0
2960,1
2961,0
2962,1
2963,1
2964,0
2965,1
2966,1
2967,1
2968,1
2969,1
2970,0
2971,1
2972,0
2973,0
2974,1
2975,1
2976,1
2977,1
2978,1
2979,1
2980,1
2981,0
2982,1
2983,0
2984,1
2985,1
2986,0
2987,1
2988,0
2989,0
2990,1
2991,0
2992,1
2993,1
2994,0
2995,0
2996,0
2997,1
